"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"W06000019","Blaenau Gwent","W01001451","Blaenau Gwent 007B",49500
"W06000019","Blaenau Gwent","W01001436","Blaenau Gwent 008B",53000
"W06000019","Blaenau Gwent","W01001466","Blaenau Gwent 009C",55500
"W06000019","Blaenau Gwent","W01001435","Blaenau Gwent 008A",59000
"W06000019","Blaenau Gwent","W01001476","Blaenau Gwent 009D",59250
"W06000019","Blaenau Gwent","W01001455","Blaenau Gwent 008F",59750
"W06000019","Blaenau Gwent","W01001441","Blaenau Gwent 001B",60000
"W06000019","Blaenau Gwent","W01001459","Blaenau Gwent 007D",62000
"W06000019","Blaenau Gwent","W01001477","Blaenau Gwent 009E",62250
"W06000019","Blaenau Gwent","W01001457","Blaenau Gwent 004D",63250
"W06000019","Blaenau Gwent","W01001461","Blaenau Gwent 007F",65000
"W06000019","Blaenau Gwent","W01001465","Blaenau Gwent 009B",65000
"W06000019","Blaenau Gwent","W01001473","Blaenau Gwent 003B",65000
"W06000019","Blaenau Gwent","W01001448","Blaenau Gwent 002C",67000
"W06000019","Blaenau Gwent","W01001454","Blaenau Gwent 008E",71250
"W06000019","Blaenau Gwent","W01001450","Blaenau Gwent 007A",73000
"W06000019","Blaenau Gwent","W01001456","Blaenau Gwent 004C",73500
"W06000019","Blaenau Gwent","W01001452","Blaenau Gwent 007C",75000
"W06000019","Blaenau Gwent","W01001478","Blaenau Gwent 006C",76000
"W06000019","Blaenau Gwent","W01001468","Blaenau Gwent 005E",76500
"W06000019","Blaenau Gwent","W01001445","Blaenau Gwent 005C",80000
"W06000019","Blaenau Gwent","W01001463","Blaenau Gwent 006B",80000
"W06000019","Blaenau Gwent","W01001475","Blaenau Gwent 003D",80000
"W06000019","Blaenau Gwent","W01001480","Blaenau Gwent 003E",80000
"W06000019","Blaenau Gwent","W01001479","Blaenau Gwent 006D",81000
"W06000019","Blaenau Gwent","W01001464","Blaenau Gwent 009A",82625
"W06000019","Blaenau Gwent","W01001443","Blaenau Gwent 005A",84500
"W06000019","Blaenau Gwent","W01001449","Blaenau Gwent 002D",85000
"W06000019","Blaenau Gwent","W01001437","Blaenau Gwent 008C",85500
"W06000019","Blaenau Gwent","W01001453","Blaenau Gwent 008D",88000
"W06000019","Blaenau Gwent","W01001447","Blaenau Gwent 002B",89475
"W06000019","Blaenau Gwent","W01001460","Blaenau Gwent 007E",90000
"W06000019","Blaenau Gwent","W01001458","Blaenau Gwent 004E",91500
"W06000019","Blaenau Gwent","W01001471","Blaenau Gwent 001E",99950
"W06000019","Blaenau Gwent","W01001442","Blaenau Gwent 001C",110000
"W06000019","Blaenau Gwent","W01001444","Blaenau Gwent 005B",110000
"W06000019","Blaenau Gwent","W01001446","Blaenau Gwent 002A",114500
"W06000019","Blaenau Gwent","W01001481","Blaenau Gwent 006E",117000
"W06000019","Blaenau Gwent","W01001438","Blaenau Gwent 004A",117500
"W06000019","Blaenau Gwent","W01001440","Blaenau Gwent 001A",119950
"W06000019","Blaenau Gwent","W01001470","Blaenau Gwent 001D",130000
"W06000019","Blaenau Gwent","W01001472","Blaenau Gwent 003A",132000
"W06000019","Blaenau Gwent","W01001439","Blaenau Gwent 004B",135975
"W06000019","Blaenau Gwent","W01001467","Blaenau Gwent 005D",138500
"W06000019","Blaenau Gwent","W01001474","Blaenau Gwent 003C",149750
"W06000019","Blaenau Gwent","W01001462","Blaenau Gwent 006A",154950
"W06000019","Blaenau Gwent","W01001469","Blaenau Gwent 005F",180000
